	Age	Current Position	Name	Price	Shares Traded	Since	symbol
2	51.0	President - Preferred & Small Business Banking and Co-Head - Consumer Banking	Dean Athanasia			2014.0	BAC.N
3	59.0	President of Retail Banking, and Co-Head – Consumer Banking	Thong Nguyen			2014.0	BAC.N
4	58.0	Chief Operations and Technology Officer	Catherine Bessant			2015.0	BAC.N
5	61.0	Chief Operating Officer	Thomas Montag			2014.0	BAC.N
6	51.0	Chief Administrative Officer	Andrea Smith			2015.0	BAC.N
7	53.0	Chief Risk Officer	Geoffrey Greener			2014.0	BAC.N
8	57.0	Global General Counsel	David Leitch			2016.0	BAC.N
9	72.0	Lead Independent Director	Jack Bovender			2014.0	BAC.N
10	59.0	Director	Maria Zuber			2017.0	BAC.N
11	66.0	Independent Director	Sharon Allen			2012.0	BAC.N
12	71.0	Independent Director	Susan Bies			2009.0	BAC.N
13	69.0	Independent Director	Frank Bramble			2006.0	BAC.N
14	68.0	Independent Director	Pierre de Weck			2013.0	BAC.N
15	63.0	Independent Director	Arnold Donald			2013.0	BAC.N
16	67.0	Independent Director	Linda Hudson			2012.0	BAC.N
17	61.0	Independent Director	Monica Lozano			2006.0	BAC.N
18	71.0	Independent Director	Thomas May			2004.0	BAC.N
19	64.0	Independent Director	Lionel Nowell			2013.0	BAC.N
20	60.0	Independent Director	Clayton Rose			2018.0	BAC.N
21	66.0	Independent Director	Michael White			2016.0	BAC.N
22	65.0	Independent Director	Thomas Woods			2016.0	BAC.N
23	70.0	Independent Director	Robert Yost			2012.0	BAC.N
0	52.0	Chairman of the Board, Chief Executive Officer	Charles Scharf			2018.0	BK.N
1	61.0	Vice Chairman and Chief Executive Officer of Clearing, Markets and Client Management	Thomas Gibbons			2018.0	BK.N
2	42.0	Senior Executive Vice President and Chief Financial Officer	Michael Santomassimo			2018.0	BK.N
3	47.0	Chief Human Resource Officer, Senior Executive Vice President	Monique Herena			2014.0	BK.N
4	54.0	Senior Executive Vice President, Chief Information Officer	Bridget Engle			2017.0	BK.N
5	50.0	Senior Executive Vice President, Chief Risk Officer	James Wiener			2014.0	BK.N
6	53.0	Senior Executive Vice President, General Counsel	John McCarthy			2014.0	BK.N
7	63.0	Senior Executive Vice President and Chief Executive Officer of Investment Management	Mitchell Harris			2016.0	BK.N
8	49.0	Senior Executive Vice President and Chairman of EMEA and Chief Executive Officer of Global Asset Servicing	Hani Kablawi			2018.0	BK.N
9	54.0	Senior Executive Vice President and Chief Executive Officer of Issuer Services	Francis La Salla			2018.0	BK.N
10		Senior Executive Vice President and Head of Operations	Lester Owens			2018.0	BK.N
11		Senior Executive Vice President and Head of Digital	Roman Regelman			2018.0	BK.N
12	50.0	Senior Executive Vice President and Head of Client Service	Douglas Shulman			2014.0	BK.N
13		Chief Technology Officer	Sabet Elias			2018.0	BK.N
14	44.0	Vice President, Controller	Kurtis Kurimsky			2015.0	BK.N
15	61.0	Lead Independent Director	Joseph Echevarria			2016.0	BK.N
16	59.0	Independent Director	Linda Cook			2016.0	BK.N
17	56.0	Independent Director	Edward Garden			2014.0	BK.N
18	62.0	Independent Director	Jeffrey Goldstein			2014.0	BK.N
19	47.0	Independent Director	John Hinshaw			2014.0	BK.N
20	72.0	Independent Director	Edmund Kelly			2007.0	BK.N
21	46.0	Independent Director	Jennifer Morgan			2016.0	BK.N
22	69.0	Independent Director	Mark Nordenberg			2007.0	BK.N
23	49.0	Independent Director	Elizabeth Robinson			2016.0	BK.N
24	73.0	Independent Director	Samuel Scott			2007.0	BK.N
0	55.0	Chairman of the Board, President, Chief Executive Officer	Jose Almeida			2016.0	BAX.N
1	45.0	Chief Financial Officer, Executive Vice President	James Saccaro			2017.0	BAX.N
2	55.0	Senior Vice President, General Counsel	Sean Martin			2017.0	BAX.N
3	62.0	Senior Vice President - Human Resources	Jeanne Mason			2017.0	BAX.N
4	47.0	Senior Vice President, President - Global Businesses	Giuseppe Accogli			2017.0	BAX.N
5	54.0	Senior Vice President, President - Americas	Brik Eyre			2017.0	BAX.N
6	55.0	Senior Vice President and President, EMEA	Cristiano Franzi			2017.0	BAX.N
7	52.0	Senior Vice President and President, APAC	Andrew Frye			2017.0	BAX.N
8	52.0	Senior Vice President - Operations	Scott Pleau			2017.0	BAX.N
9	71.0	Lead Independent Director	Thomas Stallkamp			2014.0	BAX.N
10	68.0	Independent Director	Thomas Chen			2012.0	BAX.N
11	70.0	Independent Director	John Forsyth			2003.0	BAX.N
12	72.0	Independent Director	James Gavin			2003.0	BAX.N
13	68.0	Independent Director	Peter Hellman			2014.0	BAX.N
14	44.0	Independent Director	Munib Islam			2015.0	BAX.N
15	53.0	Independent Director	Michael Mahoney			2015.0	BAX.N
16	67.0	Independent Director	Stephen Oesterle			2017.0	BAX.N
17	74.0	Independent Director	Carole Shapazian			2003.0	BAX.N
18	54.0	Independent Director	Cathy Smith			2017.0	BAX.N
19	70.0	Independent Director	Albert Stroucken			2004.0	BAX.N
20		Vice President, Investor Relations	Clare Trachtman			2015.0	BAX.N
0	69.0	Chairman of the Board, Chief Executive Officer	Kelly King			2010.0	BBT.N
1	57.0	President, Chief Operating Officer	Christopher Henson			2016.0	BBT.N
2	57.0	Chief Financial Officer, Senior Executive Vice President	Daryl Bible			2017.0	BBT.N
3	35.0	President - Central Pennsylvania Region	Alex Brame			2018.0	BBT.N
4	51.0	Senior Executive Vice President, Chief Information Officer	Barbara Duck			2016.0	BBT.N
5	58.0	Senior Executive Vice President, Chief Risk Officer	Clarke Starnes			2009.0	BBT.N
6	45.0	Senior Executive Vice President, General Counsel, Secretary,Chief Corporate Governance Officer	Robert Johnson			2014.0	BBT.N
7	55.0	Senior Executive Vice President, Deposit, Operations and Fraud Manager, Treasurer	Donna Goodrich			2018.0	BBT.N
8	57.0	Senior Executive Vice President	W. Bennett Bradley			2018.0	BBT.N
9	49.0	Senior Executive Vice President, Chief Credit Officer	Jim Godwin			2018.0	BBT.N
10	42.0	Senior Executive Vice President, President, Retail Banking	Brant Standridge			2018.0	BBT.N
11	51.0	Senior Executive Vice President, President - Community Banking	David Weaver			2016.0	BBT.N
12	41.0	Senior Executive Vice President, Chief Digital and Chief Client Experience Officer	Donta Wilson			2018.0	BBT.N
13	60.0	Senior Executive Vice President and Financial Services Manager	W. Rufus Yates			2016.0	BBT.N
14	58.0	Lead Independent Director	Jennifer Banner			2016.0	BBT.N
15	69.0	Director	Nido Qubein			1990.0	BBT.N
16	66.0	Independent Director	K. David Boyer			2009.0	BBT.N
17	65.0	Independent Director	Anna Cablik			2004.0	BBT.N
18	65.0	Independent Director	Patrick Graney			2018.0	BBT.N
19	70.0	Independent Director	I. Patricia Henry			2013.0	BBT.N
20	71.0	Independent Director	Eric Kendrick			2013.0	BBT.N
21	69.0	Independent Director	Louis Lynn			2013.0	BBT.N
22	47.0	Independent Director	Easter Maynard			2018.0	BBT.N
23	61.0	Independent Director	Charles Patton			2013.0	BBT.N
24	68.0	Independent Director	William Reuter			2015.0	BBT.N
25	68.0	Independent Director	Tollie Rich			2013.0	BBT.N
26	62.0	Independent Director	Christine Sears			2015.0	BBT.N
27	61.0	Independent Director	Thomas Skains			2009.0	BBT.N
28	69.0	Independent Director	Thomas Thompson			2008.0	BBT.N
0	64.0	Chairman of the Board, Chief Executive Officer	Vincent Forlenza			2017.0	BDX.N
1	44.0	President, Chief Operating Officer	Thomas Polen			2018.0	BDX.N
2	60.0	Chief Financial Officer, Executive Vice President, Chief Administrative Officer	Christopher Reidy			2013.0	BDX.N
3	54.0	President - Life Sciences	Patrick Kaltenbach			2018.0	BDX.N
4	56.0	President - Medical Segment	Alberto Mas			2018.0	BDX.N
5	62.0	Interim President - Interventional	William Tozzi			2018.0	BDX.N
6	49.0	Chief Human Resource Officer, Executive Vice President	Linda Tharby			2016.0	BDX.N
7	56.0	Executive Vice President, Chief Technology Officer	John DeFord			2018.0	BDX.N
8	52.0	Executive Vice President - Strategic Planning Chief Marketing Officer	Nabil Shabshab			2011.0	BDX.N
9	47.0	Executive Vice President and President, BD Interventional Segment	Simon Campion			2018.0	BDX.N
10	54.0	Executive Vice President and President, Europe, EMA	Alexandre Conroy			2012.0	BDX.N
11	53.0	Executive Vice President and President, Greater Asia	James Lim			2012.0	BDX.N
12	47.0	Senior Vice President, Corporate Finance, and Chief Accounting Officer and Principal Accounting Officer	Charles Bodner			2018.0	BDX.N
13	67.0	Independent Director	Catherine Burzik			2013.0	BDX.N
14	56.0	Independent Director	R. Andrew Eckert			2016.0	BDX.N
15	62.0	Independent Director	Claire Fraser			2006.0	BDX.N
16		Independent Director	Jeffrey Henderson			2018.0	BDX.N
17	62.0	Independent Director	Christopher Jones			2010.0	BDX.N
18	69.0	Independent Director	Marshall Larsen			2007.0	BDX.N
19	71.0	Independent Director	Gary Mecklenburg			2004.0	BDX.N
20	63.0	Independent Director	David Melcher			2017.0	BDX.N
21	72.0	Independent Director	Willard Overlock			1999.0	BDX.N
22	62.0	Independent Director	Claire Pomeroy			2014.0	BDX.N
23	67.0	Independent Director	Rebecca Rimel			2012.0	BDX.N
24	60.0	Independent Director	Timothy Ring			2017.0	BDX.N
25	66.0	Independent Director	Bertram Scott			2002.0	BDX.N
26		IR Contact Officer	Monique Dolecki				BDX.N
0	87.0	Chairman of the Board, Chief Executive Officer	Warren Buffett			1970.0	BRKb.N
1	94.0	Vice Chairman of the Board	Charles Munger			1978.0	BRKb.N
2	68.0	Chief Financial Officer, Senior Vice President	Marc Hamburg			2017.0	BRKb.N
3	55.0	Vice Chairman – Non Insurance Operations, Director	Gregory Abel			2018.0	BRKb.N
4	66.0	Vice Chairman – Insurance Operations, Director	Ajit Jain			2018.0	BRKb.N
5	63.0	Director	Howard Buffett			1993.0	BRKb.N
6	76.0	Director	Ronald Olson			1997.0	BRKb.N
7	59.0	Independent Director	Stephen Burke			2009.0	BRKb.N
8	55.0	Independent Director	Susan Decker			2007.0	BRKb.N
9	62.0	Independent Director	William Gates			2005.0	BRKb.N
10	92.0	Independent Director	David Gottesman			2003.0	BRKb.N
11	61.0	Independent Director	Charlotte Guyman			2003.0	BRKb.N
12	92.0	Independent Director	Thomas Murphy			2003.0	BRKb.N
13	86.0	Independent Director	Walter Scott			1988.0	BRKb.N
14	56.0	Independent Director	Meryl Witmer			2013.0	BRKb.N
0	57.0	Chairman of the Board, Chief Executive Officer	Hubert Joly			2016.0	BBY.N
1	50.0	President, Services	Trish Walker			2016.0	BBY.N
2	43.0	Chief Financial Officer	Corie Barry			2016.0	BBY.N
3	49.0	Chief Human Resource Officer	Paula Baker			2016.0	BBY.N
4	46.0	Chief Accounting Officer, Vice President, Controller	Mathew Watson			2015.0	BBY.N
5	53.0	General Counsel, Secretary	Keith Nelsen			2013.0	BBY.N
6	50.0	Chief Merchandising and Marketing Officer	R. Michael Mohan			2017.0	BBY.N
7	52.0	Chief Strategic Growth Officer	Asheesh Saksena			2016.0	BBY.N
8	62.0	Lead Independent Director	Russell Fradin			2015.0	BBY.N
9		Director	Cindy Kent			2018.0	BBY.N
10	50.0	Director	Richelle Parham			2018.0	BBY.N
11	53.0	Independent Director	Lisa Caputo			2009.0	BBY.N
12	54.0	Independent Director	Joseph Doyle			2014.0	BBY.N
13	60.0	Independent Director	Kathy Higgins Victor			1999.0	BBY.N
14	57.0	Independent Director	David Kenny			2013.0	BBY.N
15	53.0	Independent Director	Karen McLoughlin			2015.0	BBY.N
16	63.0	Independent Director	Thomas Millner			2014.0	BBY.N
17	58.0	Independent Director	Claudia Munce			2016.0	BBY.N
18	68.0	Independent Director	Gerard Vittecoq			2008.0	BBY.N
19		Senior Director of Investor Relations	Mollie Obrien			2014.0	BBY.N
0	69.0	Independent Chairman of the Board	Stelios Papadopoulos			2014.0	BIIB.OQ
1	56.0	Chief Executive Officer, Director	Michel Vounatsos			2017.0	BIIB.OQ
2	53.0	Chief Financial Officer, Executive Vice President, Chief Accounting Officer	Jeffrey Capello			2018.0	BIIB.OQ
3	50.0	Chief Human Resource Officer, Executive Vice President	Ginger Gregory			2017.0	BIIB.OQ
4	61.0	Executive Vice President, Chief Legal, Corporate Services and Secretary	Susan Alexander			2017.0	BIIB.OQ
5	60.0	Executive Vice President, Chief Medical Officer	.. ..			2017.0	BIIB.OQ
6	49.0	Executive Vice President, Research and Development	Michael Ehlers			2016.0	BIIB.OQ
7	52.0	Executive Vice President, Head of Global Marketing, Market Access and Customer Innovation	Chirfi Guindo			2017.0	BIIB.OQ
8	40.0	Executive Vice President, Corporate Development	Daniel Karp			2018.0	BIIB.OQ
9	52.0	Executive Vice President, Pharmaceutical Operations & Technology	Paul McKenzie			2016.0	BIIB.OQ
10	53.0	Chief Accounting Officer, Vice President	Robin Kramer			2018.0	BIIB.OQ
11	48.0	Independent Director	Alexander Denner			2009.0	BIIB.OQ
12	58.0	Independent Director	Caroline Dorsa			2010.0	BIIB.OQ
13	70.0	Independent Director	Nancy Leaming			2008.0	BIIB.OQ
14	63.0	Independent Director	Richard Mulligan			2009.0	BIIB.OQ
15	66.0	Independent Director	Robert Pangia			1997.0	BIIB.OQ
16	56.0	Independent Director	Brian Posner			2008.0	BIIB.OQ
17	61.0	Independent Director	Eric Rowinsky			2010.0	BIIB.OQ
18	73.0	Independent Director	Lynn Schenk			1995.0	BIIB.OQ
19	69.0	Independent Director	Stephen Sherwin			2010.0	BIIB.OQ
0	65.0	Chairman of the Board, Chief Executive Officer	Laurence Fink			1998.0	BLK.N
1	61.0	President, Vice Chairman of the Board	Robert Kapito			2014.0	BLK.N
2	44.0	Chief Operating Officer, Senior Managing Director	Rob Goldstein			2014.0	BLK.N
3	49.0	General Counsel, Senior Managing Director, Managing Director	Christopher Meade			2016.0	BLK.N
4	51.0	Senior Managing Director , Global Head of Multi-Asset Strategies	J Richard Kushel			2016.0	BLK.N
5	52.0	Senior Managing Director	Rachel Lord			2017.0	BLK.N
6	52.0	Senior Managing Director, Head of the Americas region, and Global Head - Alternative Investors	Mark McCombe			2017.0	BLK.N
7	47.0	Senior Managing Director, Head - Global Human Resources	Jeffrey Smith			2010.0	BLK.N
8	46.0	Senior Managing Director, Chairman, Asia Pacific	Ryan Stork			2014.0	BLK.N
9	65.0	Lead Independent Director	Murry Gerber			2017.0	BLK.N
10	55.0	Director	William Demchak			2003.0	BLK.N
11	73.0	Independent Director	Mathis Cabiallavetta			2007.0	BLK.N
12	65.0	Independent Director	Pamela Daley			2014.0	BLK.N
13	70.0	Independent Director	Jessica Einhorn			2012.0	BLK.N
14	56.0	Independent Director	William Ford			2018.0	BLK.N
15	60.0	Independent Director	Fabrizio Freda			2012.0	BLK.N
16	56.0	Independent Director	Margaret Johnson			2018.0	BLK.N
17	70.0	Independent Director	Deryck Maughan			2006.0	BLK.N
18	53.0	Independent Director	Cheryl Mills			2013.0	BLK.N
19	61.0	Independent Director	Gordon Nixon			2015.0	BLK.N
20	52.0	Independent Director	Charles Robbins			2015.0	BLK.N
21	71.0	Independent Director	Ivan Seidenberg			2011.0	BLK.N
22	49.0	Independent Director	Marco Slim Domit			2011.0	BLK.N
23	56.0	Independent Director	Susan Wagner			2012.0	BLK.N
24	52.0	Independent Director	Mark Wilson			2018.0	BLK.N
25	54.0	Chief Financial Officer, Senior Managing Director	Gary Shedlin			2013.0	BLK.N
0	54.0	Chairman of the Board, President, Chief Executive Officer	Dennis Muilenburg			2016.0	BA.N
1	51.0	Chief Financial Officer, Executive Vice President - Enterprise Performance and Strategy	Gregory Smith			2015.0	BA.N
2	63.0	Executive Vice President, General Counsel	J. Michael Luttig			2009.0	BA.N
3	51.0	Executive Vice President, President and Chief Executive Officer of Boeing Defense, Space & Security	Leanne Caret			2016.0	BA.N
4	53.0	Executive Vice President, President and Chief Executive Officer - Boeing Global Services	Stanley Deal			2016.0	BA.N
5	56.0	Executive Vice President - Government Operations	Timothy Keating			2018.0	BA.N
6	54.0	Executive Vice President, President and Chief Executive Officer of Boeing Commercial Airplanes	Kevin McAllister			2016.0	BA.N
7	59.0	Chief Technology Officer, Senior Vice President - Boeing Engineering, Test & Technology	Gregory Hyslop			2016.0	BA.N
8	44.0	Chief Information Officer, Senior Vice President - Information & Data Analytics	Theodore Colbert			2016.0	BA.N
9	48.0	Senior Vice President - Human Resources	Heidi Capozzi			2016.0	BA.N
10	44.0	Senior Vice President, President - Boeing International	Bertrand-Marc Allen			2015.0	BA.N
11	45.0	Senior Vice President - Communications	Philip Musser			2017.0	BA.N
12	52.0	Senior Vice President - Supply Chain & Operations	Jenette Ramos			2017.0	BA.N
13	52.0	Senior Vice President - Office of Internal Governance and Administration	Diana Sands			2016.0	BA.N
14	60.0	Lead Independent Director	David Calhoun			2018.0	BA.N
15	55.0	Independent Director	Robert Bradway			2016.0	BA.N
16	70.0	Independent Director	Arthur Collins			2007.0	BA.N
17	73.0	Independent Director	Kenneth Duberstein			2018.0	BA.N
18	69.0	Independent Director	Edmund Giambastiani			2009.0	BA.N
19	58.0	Independent Director	Lynn Good			2015.0	BA.N
20	59.0	Independent Director	Lawrence Kellner			2011.0	BA.N
21	59.0	Independent Director	Caroline Kennedy			2017.0	BA.N
22	72.0	Independent Director	Edward Liddy			2010.0	BA.N
23	63.0	Independent Director	Susan Schwab			2010.0	BA.N
24	68.0	Independent Director	Ronald Williams			2010.0	BA.N
25	64.0	Independent Director	Mike Zafirovski			2004.0	BA.N
0	61.0	Non-Executive Chairman of the Board	Jeffery Boyd			2018.0	BKNG.OQ
1	56.0	President, Chief Executive Officer, Director	Glenn Fogel			2017.0	BKNG.OQ
2	58.0	Chief Financial Officer, Executive Vice President	David Goulden			2018.0	BKNG.OQ
3	47.0	President and Chief Executive Officer of Booking.com	Gillian Tans			2016.0	BKNG.OQ
4	48.0	Executive Vice President, General Counsel, Corporate Secretary	Peter Millones			2001.0	BKNG.OQ
5	72.0	Lead Independent Director	James Guyette			2013.0	BKNG.OQ
6	47.0	Independent Director	Timothy Armstrong			2013.0	BKNG.OQ
7	61.0	Independent Director	Jeffrey Epstein			2003.0	BKNG.OQ
8	63.0	Independent Director	Mirian Graddick-Weir			2018.0	BKNG.OQ
9	51.0	Independent Director	Robert Mylod			2017.0	BKNG.OQ
10	65.0	Independent Director	Charles Noski			2015.0	BKNG.OQ
11	64.0	Independent Director	Nancy Peretsman			1999.0	BKNG.OQ
12	53.0	Independent Director	Nicholas Read			2018.0	BKNG.OQ
13	63.0	Independent Director	Thomas Rothman			2013.0	BKNG.OQ
14	66.0	Independent Director	Craig Rydin			2005.0	BKNG.OQ
15	50.0	Independent Director	Lynn Vojvodich			2016.0	BKNG.OQ
0	60.0	Non-Executive Chairman of the Board	Alexis Michas			2013.0	BWA.N
1	50.0	President, Chief Executive Officer, Director	Frederic Lissalde			2018.0	BWA.N
2	59.0	Chief Financial Officer, Executive Vice President	Ronald Hundzinski			2012.0	BWA.N
